row_id,order_id,order_date,year,month,day_of_week,ship_date,ship_mode,customer_id,customer_name,segment,customer_address_key,country,city,state,postal_code,region,product_id,category,subcategory,product_name,price,sales,quantity,discount,profit
2064,CA-2014-106439,2014-10-31,2014,10,Friday,2014-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,GG-14650-90049-Los Angeles-California,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8.04,19.296,3,0.2,6.03
2065,CA-2014-106439,2014-10-31,2014,10,Friday,2014-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,GG-14650-90049-Los Angeles-California,United States,Los Angeles,California,90049,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,101.41,405.64,4,0.0,12.1692
2066,CA-2014-106439,2014-10-31,2014,10,Friday,2014-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,GG-14650-90049-Los Angeles-California,United States,Los Angeles,California,90049,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,60.98,146.352,3,0.2,-9.147
2067,CA-2014-106439,2014-10-31,2014,10,Friday,2014-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,GG-14650-90049-Los Angeles-California,United States,Los Angeles,California,90049,West,TEC-AC-10004568,Technology,Accessories,Maxellï¾ LTO Ultrium - 800 GB,27.99,251.91,9,0.0,47.8629
2068,CA-2014-106439,2014-10-31,2014,10,Friday,2014-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,GG-14650-90049-Los Angeles-California,United States,Los Angeles,California,90049,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,4.13,12.39,3,0.0,3.717
2069,CA-2015-133452,2015-04-13,2015,4,Monday,2015-04-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,ZC-21910-91767-Pomona-California,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,49.99,199.96,4,0.0,69.986
2070,CA-2015-133452,2015-04-13,2015,4,Monday,2015-04-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,ZC-21910-91767-Pomona-California,United States,Pomona,California,91767,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,296.18,710.832,3,0.2,-97.7394
2071,CA-2016-146521,2016-07-21,2016,7,Thursday,2016-07-23,Second Class,CC-12610,Corey Catlett,Corporate,CC-12610-19134-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,6.47,1.941,1,0.7,-1.294
2072,US-2017-110996,2017-11-20,2017,11,Monday,2017-11-25,Standard Class,KA-16525,Kelly Andreada,Consumer,KA-16525-91761-Ontario-California,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,283.92,5,0.2,-46.137
2073,CA-2016-129693,2016-11-26,2016,11,Saturday,2016-12-02,Standard Class,TC-20980,Tamara Chand,Corporate,TC-20980-98105-Seattle-Washington,United States,Seattle,Washington,98105,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,4.57,7.312,2,0.2,2.5592
2074,CA-2017-122504,2017-11-07,2017,11,Tuesday,2017-11-12,Second Class,DB-13270,Deborah Brumfield,Home Office,DB-13270-94513-Brentwood-California,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,19.99,59.97,3,0.0,13.7931
2075,CA-2017-122504,2017-11-07,2017,11,Tuesday,2017-11-12,Second Class,DB-13270,Deborah Brumfield,Home Office,DB-13270-94513-Brentwood-California,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -ï¾ headsetï¾ - Convertible, Monaural",135.99,761.544,7,0.2,66.6351
2076,CA-2014-131051,2014-12-01,2014,12,Monday,2014-12-05,Standard Class,TR-21325,Toby Ritter,Consumer,TR-21325-94122-San Francisco-California,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",19.4,58.2,3,0.0,28.518
2077,CA-2017-140676,2017-09-12,2017,9,Tuesday,2017-09-15,First Class,BF-11080,Bart Folk,Consumer,BF-11080-21215-Baltimore-Maryland,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,39.9,5,0.0,19.95
2078,CA-2017-140676,2017-09-12,2017,9,Tuesday,2017-09-15,First Class,BF-11080,Bart Folk,Consumer,BF-11080-21215-Baltimore-Maryland,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,90.86,7,0.0,26.3494
2079,CA-2017-140676,2017-09-12,2017,9,Tuesday,2017-09-15,First Class,BF-11080,Bart Folk,Consumer,BF-11080-21215-Baltimore-Maryland,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,18.97,94.85,5,0.0,45.528
2080,CA-2015-120103,2015-12-24,2015,12,Thursday,2015-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,MS-17365-85023-Phoenix-Arizona,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,18.97,106.232,7,0.2,37.1812
2081,CA-2015-120103,2015-12-24,2015,12,Thursday,2015-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,MS-17365-85023-Phoenix-Arizona,United States,Phoenix,Arizona,85023,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,69.99,111.984,2,0.2,11.1984
2082,CA-2015-120103,2015-12-24,2015,12,Thursday,2015-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,MS-17365-85023-Phoenix-Arizona,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,4.82,7.712,2,0.2,1.7352
2083,CA-2017-104647,2017-02-23,2017,2,Thursday,2017-03-01,Standard Class,CK-12595,Clytie Kelty,Consumer,CK-12595-90008-Los Angeles-California,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ï¾¾ï¾ x 11ï¾",6.24,37.44,6,0.0,16.848
2084,CA-2014-110352,2014-11-23,2014,11,Sunday,2014-11-29,Standard Class,ED-13885,Emily Ducich,Home Office,ED-13885-77036-Houston-Texas,United States,Houston,Texas,77036,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,14.8,23.68,2,0.2,8.88
2085,CA-2016-140501,2016-06-23,2016,6,Thursday,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,IM-15070-10009-New York City-New York,United States,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",30.53,122.12,4,0.0,56.1752
2086,CA-2016-140501,2016-06-23,2016,6,Thursday,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,IM-15070-10009-New York City-New York,United States,New York City,New York,10009,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,3.69,18.45,5,0.0,8.6715
2087,CA-2016-140501,2016-06-23,2016,6,Thursday,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,IM-15070-10009-New York City-New York,United States,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,64.98,324.9,5,0.0,38.988
2088,CA-2016-140501,2016-06-23,2016,6,Thursday,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,IM-15070-10009-New York City-New York,United States,New York City,New York,10009,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,48.91,146.73,3,0.0,68.9631
2089,CA-2016-140501,2016-06-23,2016,6,Thursday,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,IM-15070-10009-New York City-New York,United States,New York City,New York,10009,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,1.98,3.96,2,0.0,1.4652
2090,CA-2015-139290,2015-10-26,2015,10,Monday,2015-10-30,Standard Class,MY-17380,Maribeth Yedwab,Corporate,MY-17380-91730-Rancho Cucamonga-California,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,2.88,5.76,2,0.0,2.6496
2091,CA-2017-166142,2017-07-15,2017,7,Saturday,2017-07-19,Standard Class,MM-17260,Magdelene Morse,Consumer,MM-17260-19805-Wilmington-Delaware,United States,Wilmington,Delaware,19805,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,26.55,3,0.0,13.0095
2092,CA-2017-166142,2017-07-15,2017,7,Saturday,2017-07-19,Standard Class,MM-17260,Magdelene Morse,Consumer,MM-17260-19805-Wilmington-Delaware,United States,Wilmington,Delaware,19805,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,147.83,310.443,3,0.3,-48.7839
2093,CA-2014-145926,2014-11-17,2014,11,Monday,2014-11-21,Standard Class,MP-17470,Mark Packer,Home Office,MP-17470-56560-Moorhead-Minnesota,United States,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,95.98,479.9,5,0.0,81.583
2094,CA-2015-149678,2015-04-13,2015,4,Monday,2015-04-15,Second Class,AW-10840,Anthony Witt,Consumer,AW-10840-87401-Farmington-New Mexico,United States,Farmington,New Mexico,87401,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,12.88,1,0.0,0.3864
2095,US-2015-164357,2015-11-25,2015,11,Wednesday,2015-11-29,Standard Class,SF-20065,Sandra Flanagan,Consumer,SF-20065-28403-Wilmington-North Carolina,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,3.28,13.12,5,0.2,1.476
2096,US-2016-146570,2016-05-15,2016,5,Sunday,2016-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,SN-20710-39212-Jackson-Mississippi,United States,Jackson,Mississippi,39212,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,63.98,511.84,8,0.0,240.5648
2097,US-2016-146570,2016-05-15,2016,5,Sunday,2016-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,SN-20710-39212-Jackson-Mississippi,United States,Jackson,Mississippi,39212,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,22.99,91.96,4,0.0,25.7488
2098,US-2016-146570,2016-05-15,2016,5,Sunday,2016-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,SN-20710-39212-Jackson-Mississippi,United States,Jackson,Mississippi,39212,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,2.78,8.34,3,0.0,2.1684
2099,CA-2017-124401,2017-09-07,2017,9,Thursday,2017-09-12,Standard Class,RD-19900,Ruben Dartt,Consumer,RD-19900-97206-Portland-Oregon,United States,Portland,Oregon,97206,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,15.7,37.68,3,0.2,2.355
2100,CA-2017-124401,2017-09-07,2017,9,Thursday,2017-09-12,Standard Class,RD-19900,Ruben Dartt,Consumer,RD-19900-97206-Portland-Oregon,United States,Portland,Oregon,97206,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,49.99,279.944,7,0.2,80.4839
2101,US-2014-140116,2014-03-10,2014,3,Monday,2014-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,KT-16480-80219-Denver-Colorado,United States,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,636.408,3,0.2,-15.9102
2102,US-2014-140116,2014-03-10,2014,3,Monday,2014-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,KT-16480-80219-Denver-Colorado,United States,Denver,Colorado,80219,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,83.168,4,0.2,9.3564
2103,CA-2014-123295,2014-07-18,2014,7,Friday,2014-07-18,Same Day,AH-10120,Adrian Hane,Home Office,AH-10120-85705-Tucson-Arizona,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,80.98,259.136,4,0.2,-25.9136
2104,CA-2017-167101,2017-03-24,2017,3,Friday,2017-03-28,Second Class,BM-11650,Brian Moss,Corporate,BM-11650-10009-New York City-New York,United States,New York City,New York,10009,East,OFF-PA-10000358,Office Supplies,Paper,Xerox 1888,55.48,221.92,4,0.0,106.5216
2105,CA-2017-167101,2017-03-24,2017,3,Friday,2017-03-28,Second Class,BM-11650,Brian Moss,Corporate,BM-11650-10009-New York City-New York,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,13.0,26.0,2,0.0,11.7
2106,US-2014-167633,2014-09-30,2014,9,Tuesday,2014-10-05,Standard Class,BW-11200,Ben Wallace,Consumer,BW-11200-33437-Boynton Beach-Florida,United States,Boynton Beach,Florida,33437,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,6.48,15.552,3,0.2,5.4432
2107,US-2014-152723,2014-09-26,2014,9,Friday,2014-09-26,Same Day,HG-14965,Henry Goldwyn,Corporate,HG-14965-75150-Mesquite-Texas,United States,Mesquite,Texas,75150,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,4.38,0.876,1,0.8,-1.4016
2108,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,19.98,1,0.0,9.3906
2109,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,165.98,398.352,3,0.2,124.485
2110,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,1.68,5.04,3,0.0,1.26
2111,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,3.49,17.45,5,0.0,8.027
2112,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",100.98,323.136,4,0.2,20.196
2113,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,9.9,29.7,3,0.0,8.019
2114,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conferenceï¾ phone,404.95,1295.84,4,0.2,145.782
2115,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,23.42,46.84,2,0.0,12.6468
2116,CA-2015-164882,2015-10-31,2015,10,Saturday,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,SG-20080-92374-Redlands-California,United States,Redlands,California,92374,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,500.98,425.833,1,0.15,20.0392
2117,CA-2015-159786,2015-10-12,2015,10,Monday,2015-10-17,Second Class,RK-19300,Ralph Kennedy,Consumer,RK-19300-14609-Rochester-New York,United States,Rochester,New York,14609,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,209.67,1,0.4,-13.978
2118,CA-2016-130267,2016-09-19,2016,9,Monday,2016-09-23,Standard Class,SW-20245,Scot Wooten,Consumer,SW-20245-95207-Stockton-California,United States,Stockton,California,95207,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",22.84,159.88,7,0.0,73.5448
2119,CA-2017-155460,2017-04-13,2017,4,Thursday,2017-04-15,First Class,RW-19630,Rob Williams,Corporate,RW-19630-98105-Seattle-Washington,United States,Seattle,Washington,98105,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,5.28,1,0.0,2.376
2120,CA-2017-155460,2017-04-13,2017,4,Thursday,2017-04-15,First Class,RW-19630,Rob Williams,Corporate,RW-19630-98105-Seattle-Washington,United States,Seattle,Washington,98105,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,223.98,895.92,5,0.2,302.373
2121,US-2017-168690,2017-01-07,2017,1,Saturday,2017-01-13,Standard Class,TS-21085,Thais Sissman,Consumer,TS-21085-32174-Ormond Beach-Florida,United States,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3.12,2.808,3,0.7,-1.9656
2122,CA-2017-158246,2017-11-09,2017,11,Thursday,2017-11-11,First Class,JB-15400,Jennifer Braxton,Corporate,JB-15400-94086-Sunnyvale-California,United States,Sunnyvale,California,94086,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,215.976,3,0.2,-2.6997
2123,CA-2017-167381,2017-09-22,2017,9,Friday,2017-09-24,Second Class,EH-14005,Erica Hernandez,Home Office,EH-14005-48911-Lansing-Michigan,United States,Lansing,Michigan,48911,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,120.98,241.96,2,0.0,41.1332
2124,CA-2017-167381,2017-09-22,2017,9,Friday,2017-09-24,Second Class,EH-14005,Erica Hernandez,Home Office,EH-14005-48911-Lansing-Michigan,United States,Lansing,Michigan,48911,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,27.72,9,0.0,13.3056
2125,CA-2017-144862,2017-12-01,2017,12,Friday,2017-12-05,Standard Class,EH-14005,Erica Hernandez,Home Office,EH-14005-19143-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19143,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,26.17,104.68,5,0.2,35.3295
2126,CA-2017-144862,2017-12-01,2017,12,Friday,2017-12-05,Standard Class,EH-14005,Erica Hernandez,Home Office,EH-14005-19143-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,62.958,7,0.4,9.4437
2127,CA-2014-126032,2014-06-23,2014,6,Monday,2014-06-28,Standard Class,BS-11665,Brian Stugart,Consumer,BS-11665-19143-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,35.99,86.376,3,0.2,1.0797
2128,CA-2015-134859,2015-10-04,2015,10,Sunday,2015-10-09,Standard Class,JK-16120,Julie Kriz,Home Office,JK-16120-19134-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",27.06,64.944,3,0.2,6.4944
2129,CA-2015-134859,2015-10-04,2015,10,Sunday,2015-10-09,Standard Class,JK-16120,Julie Kriz,Home Office,JK-16120-19134-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,6.48,20.736,4,0.2,7.2576
2130,US-2014-114188,2014-05-20,2014,5,Tuesday,2014-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,RF-19345-3820-Dover-New Hampshire,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,8.32,33.28,4,0.0,9.3184
2131,US-2014-114188,2014-05-20,2014,5,Tuesday,2014-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,RF-19345-3820-Dover-New Hampshire,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",4.28,38.52,9,0.0,11.9412
2132,US-2014-114188,2014-05-20,2014,5,Tuesday,2014-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,RF-19345-3820-Dover-New Hampshire,United States,Dover,New Hampshire,3820,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,19.98,139.86,7,0.0,60.1398
2133,CA-2015-156524,2015-11-20,2015,11,Friday,2015-11-26,Standard Class,DL-12865,Dan Lawera,Consumer,DL-12865-10011-New York City-New York,United States,New York City,New York,10011,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",6.55,19.65,3,0.0,9.039
2134,CA-2015-122210,2015-11-30,2015,11,Monday,2015-12-04,Standard Class,WB-21850,William Brown,Consumer,WB-21850-19134-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,169.99,152.991,3,0.7,-122.3928
2135,CA-2015-122210,2015-11-30,2015,11,Monday,2015-12-04,Standard Class,WB-21850,William Brown,Consumer,WB-21850-19134-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,1.89,10.584,7,0.2,-2.3814
2136,CA-2015-122210,2015-11-30,2015,11,Monday,2015-12-04,Standard Class,WB-21850,William Brown,Consumer,WB-21850-19134-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,39.55,94.92,4,0.4,15.82
2137,CA-2015-156377,2015-12-31,2015,12,Thursday,2016-01-05,Standard Class,TB-21625,Trudy Brown,Consumer,TB-21625-75051-Grand Prairie-Texas,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7.38,14.76,5,0.6,-11.439
2138,CA-2015-156377,2015-12-31,2015,12,Thursday,2016-01-05,Standard Class,TB-21625,Trudy Brown,Consumer,TB-21625-75051-Grand Prairie-Texas,United States,Grand Prairie,Texas,75051,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,4.57,3.656,4,0.8,-5.8496
2139,US-2017-157896,2017-11-16,2017,11,Thursday,2017-11-16,Same Day,CB-12415,Christy Brittain,Consumer,CB-12415-10009-New York City-New York,United States,New York City,New York,10009,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,146.82,3,0.0,73.41
2140,CA-2014-159520,2014-06-06,2014,6,Friday,2014-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,GT-14635-11561-Long Beach-New York,United States,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,20.77,149.544,9,0.2,50.4711
2141,CA-2014-159520,2014-06-06,2014,6,Friday,2014-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,GT-14635-11561-Long Beach-New York,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,17.14,2,0.0,4.4564
2142,CA-2014-159520,2014-06-06,2014,6,Friday,2014-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,GT-14635-11561-Long Beach-New York,United States,Long Beach,New York,11561,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",550.98,991.764,3,0.4,-347.1174
2143,CA-2016-155481,2016-09-01,2016,9,Thursday,2016-09-05,Standard Class,DK-13225,Dean Katz,Corporate,DK-13225-19140-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6.35,30.48,6,0.2,9.906
2144,CA-2016-155481,2016-09-01,2016,9,Thursday,2016-09-05,Standard Class,DK-13225,Dean Katz,Corporate,DK-13225-19140-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,19.99,23.988,2,0.4,-4.7976
2145,CA-2016-155481,2016-09-01,2016,9,Thursday,2016-09-05,Standard Class,DK-13225,Dean Katz,Corporate,DK-13225-19140-Philadelphia-Pennsylvania,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,2.98,16.688,7,0.2,5.4236
2146,US-2016-152051,2016-06-25,2016,6,Saturday,2016-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,TS-21160-17403-York-Pennsylvania,United States,York,Pennsylvania,17403,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,422.058,3,0.3,-18.0882
2147,US-2016-152051,2016-06-25,2016,6,Saturday,2016-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,TS-21160-17403-York-Pennsylvania,United States,York,Pennsylvania,17403,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,31.74,38.088,4,0.7,-27.9312
2148,US-2016-152051,2016-06-25,2016,6,Saturday,2016-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,TS-21160-17403-York-Pennsylvania,United States,York,Pennsylvania,17403,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",52.99,254.352,6,0.2,-50.8704
2149,CA-2014-141607,2014-12-12,2014,12,Friday,2014-12-17,Standard Class,WB-21850,William Brown,Consumer,WB-21850-94521-Concord-California,United States,Concord,California,94521,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,43.31,1,0.0,4.331
2150,CA-2017-102771,2017-03-31,2017,3,Friday,2017-04-05,Standard Class,DO-13435,Denny Ordway,Consumer,DO-13435-10035-New York City-New York,United States,New York City,New York,10035,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,84.95,5,0.0,22.087
